E,t,x,y,z
463277.0754618321,7.421021193802435e-07,0.001680152120167816,0.08971228383030097,0.0014686366225720253
463631.0021569664,7.421617403426747e-07,0.0011184012099463656,0.08972106867705897,0.001471625559217575
463985.8547656451,7.422213613051058e-07,0.000556391004449612,0.08972630703101009,0.0014745668068111887
464341.6060968293,7.422809822675369e-07,-5.856560868644869e-06,0.0897279973263187,0.0014774602307164758
464698.22881312406,7.42340603229968e-07,-0.0005683195325997753,0.08972613813565916,0.0014803056981204479
465055.69543502614,7.424002241923991e-07,-0.0011309759402373149,0.08972072817032645,0.001483103078039445
465413.97834519565,7.424598451548303e-07,-0.0016938037970349756,0.08971176628034125,0.0014858522413249927
465773.0497927497,7.425194661172614e-07,-0.002256781100865642,0.08969925145454972,0.001488553060669589
466132.88189758064,7.425790870796925e-07,-0.002819885835081318,0.08968318282071781,0.001491205410612421
466493.44665469584,7.426387080421237e-07,-0.003383095969373989,0.08966355964562009,0.0014938091675450117
466854.7159385769,7.426983290045548e-07,-0.003946389460637368,0.08964038133512323,0.0014963642097167954
467216.6615075631,7.427579499669859e-07,-0.004509744253829492,0.08961364743426398,0.001498870417240622
467579.2550082521,7.428175709294171e-07,-0.00507313828283613,0.08958335762732172,0.0015013276720981913
467942.46797992015,7.428771918918482e-07,-0.005636549471334982,0.08954951173788557,0.0015037358581454145
468306.2718589635,7.429368128542794e-07,-0.006199955733660613,0.089512109728916,0.001506094861117705
468670.6379833538,7.429964338167104e-07,-0.0067633349756701135,0.08947115170280107,0.001508404568635197
469035.53759711486,7.430560547791415e-07,-0.007326665095609432,0.08942663790140705,0.0015106648702078913
